Quantify Compound Summary Report 

Printed Fri Apr 20 12:27:30 2012

Compound 1:  L-histidine

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	ug/ml	%Dev	Acq.Date	Acq.Time	ID
64	64	S01CAL4_A1	Calibration	Standard	6.870	1.70	64035	140080	0.270	bb	6.5	-5.3	12-Apr-12	18:51:51	Batch01_008
67	67	S01CAL7_A1	Calibration	Standard	54.960	1.69	428123	136692	1.848	bb	58.8	7.0	12-Apr-12	19:02:17	Batch01_009
60	60	S01CAL0_A1	Calibration	Standard	0.000	1.70	1412	149398	0.006	bb	0.2		12-Apr-12	19:12:43	Batch01_010
65	65	S01CAL5_A1	Calibration	Standard	13.740	1.69	126220	143428	0.519	bb	12.8	-6.7	12-Apr-12	19:23:08	Batch01_011
68	68	S01CAL8_A1	Calibration	Standard	109.930	1.70	516334	133947	2.274	bb	92.0	-16.3	12-Apr-12	19:33:34	Batch01_012
80	80	S01QC_B1	QC	QC	0.000	1.70	1314	147170	0.005	bb	0.2		12-Apr-12	19:43:59	Batch01_013
57	57	S01Blank_B1	Blank	Solvent		1.75	4	5	0.450	bb	11.0		12-Apr-12	19:54:25	Batch01_014
81	81	S01QC_B2	QC	QC	0.000	1.70	1268	146358	0.005	bb	0.2		12-Apr-12	20:04:50	Batch01_015
49	49	S0125_A1	S40-3mnd-0	Analyte		1.71	1294	150339	0.005	bb	0.2		12-Apr-12	20:15:15	Batch01_016
54	54	S0142_A1	C10-10	Analyte		1.71	1627	145225	0.007	bb	0.3		12-Apr-12	20:25:40	Batch01_017
53	53	S0141_A1	C9-10	Analyte		1.70	2079	142752	0.009	bb	0.3		12-Apr-12	20:36:06	Batch01_018
45	45	S0121_B1	S25-3mnd-0	Analyte		1.72	1148	148356	0.005	bb	0.2		12-Apr-12	20:46:31	Batch01_019
41	41	S0107_A1	S67-M2-10	Analyte		1.71	1464	148565	0.006	bb	0.2		12-Apr-12	20:56:56	Batch01_020
40	40	S0106_A1	S67-M1-10	Analyte		1.71	1626	146008	0.007	bb	0.3		12-Apr-12	21:07:21	Batch01_021
44	44	S0121_A1	S25-3mnd-0	Analyte		1.73	1184	149847	0.005	bb	0.2		12-Apr-12	21:17:46	Batch01_022
55	55	S0143_A1	C11-10	Analyte		1.72	2289	143686	0.009	bb	0.3		12-Apr-12	21:28:12	Batch01_023
50	50	S0134_A1	C2-10	Analyte		1.73	1555	147115	0.006	bb	0.2		12-Apr-12	21:38:38	Batch01_024
82	82	S01QC_C1	QC	QC	0.000	1.74	1272	145092	0.005	bb	0.2		12-Apr-12	21:49:03	Batch01_025
17	17	S0058_A1	S44-M1-10	Analyte		1.73	1005	147021	0.004	bb	0.2		12-Apr-12	21:59:28	Batch01_026
18	18	S0059_A1	S44-M2-10	Analyte		1.75	1054	151461	0.004	bb	0.2		12-Apr-12	22:09:53	Batch01_027
8	8	S0034_B1	S30-M1-10	Analyte		1.75	1290	144844	0.005	bb	0.2		12-Apr-12	22:20:18	Batch01_028
19	19	S0060_A1	S44-3mnd-10	Analyte		1.73	1075	148353	0.004	bb	0.2		12-Apr-12	22:30:44	Batch01_029
42	42	S0118_A1	S6-3mnd-0	Analyte		1.73	1083	147841	0.004	bb	0.2		12-Apr-12	22:41:09	Batch01_030
7	7	S0034_A1	S30-M1-10	Analyte		1.73	1225	146806	0.005	bb	0.2		12-Apr-12	22:51:34	Batch01_031
10	10	S0036_A1	S30-3mnd-10	Analyte		1.72	1317	148496	0.005	bb	0.2		12-Apr-12	23:01:59	Batch01_032
9	9	S0035_A1	S30-M2-10	Analyte		1.72	1284	144687	0.005	bb	0.2		12-Apr-12	23:12:24	Batch01_033
6	6	S0023_B1	S14-M2-10	Analyte		1.74	1255	143742	0.005	bb	0.2		12-Apr-12	23:22:49	Batch01_034
83	83	S01QC_C2	QC	QC	0.000	1.72	1289	147108	0.005	bb	0.2		12-Apr-12	23:33:14	Batch01_035
13	13	S0042_A1	S32-3mnd-10	Analyte		1.73	1219	147028	0.005	bb	0.2		12-Apr-12	23:43:39	Batch01_036
12	12	S0041_A1	S32-M2-10	Analyte		1.72	1315	144368	0.005	bb	0.2		12-Apr-12	23:54:04	Batch01_037
11	11	S0040_A1	S32-M1-10	Analyte		1.72	903	146584	0.004	bb	0.2		13-Apr-12	00:04:29	Batch01_038
1	1	S0013_A1	S11-M1-10	Analyte		1.73	1200	145448	0.005	bb	0.2		13-Apr-12	00:14:54	Batch01_039
4	4	S0015_A1	S11-3mnd-10	Analyte		1.73	1106	146159	0.004	bb	0.2		13-Apr-12	00:25:19	Batch01_040
3	3	S0014_A1	S11-M2-10	Analyte		1.71	899	145748	0.004	bb	0.2		13-Apr-12	00:35:45	Batch01_041
46	46	S0122_A1	S27-3mnd-0	Analyte		1.73	1618	143666	0.007	bb	0.3		13-Apr-12	00:46:11	Batch01_042
35	35	S0084_A1	S58-3mnd-10	Analyte		1.72	1645	148479	0.007	bb	0.2		13-Apr-12	00:56:37	Batch01_043
33	33	S0082_A1	S58-M1-10	Analyte		1.74	1125	145318	0.005	bb	0.2		13-Apr-12	01:07:02	Batch01_044
34	34	S0083_A1	S58-M2-10	Analyte		1.73	1105	150983	0.004	bb	0.2		13-Apr-12	01:17:28	Batch01_045
84	84	S01QC_D1	QC	QC	0.000	1.73	1221	143032	0.005	bb	0.2		13-Apr-12	01:27:53	Batch01_046
15	15	S0050_A1	S35-M2-10	Analyte		1.73	1015	143009	0.004	bb	0.2		13-Apr-12	01:38:18	Batch01_047
16	16	S0051_A1	S35-3mnd-10	Analyte		1.74	892	143946	0.004	bb	0.2		13-Apr-12	01:48:43	Batch01_048
14	14	S0049_A1	S35-M1-10	Analyte		1.73	998	145228	0.004	bb	0.2		13-Apr-12	01:59:08	Batch01_049
38	38	S0098_A1	S64-M2-10	Analyte		1.74	1016	146101	0.004	bb	0.2		13-Apr-12	02:09:34	Batch01_050
39	39	S0099_A1	S64-3mnd-10	Analyte		1.74	768	143027	0.003	bb	0.2		13-Apr-12	02:20:00	Batch01_051
37	37	S0097_A1	S64-M1-10	Analyte		1.74	1111	147393	0.004	bb	0.2		13-Apr-12	02:30:25	Batch01_052
23	23	S0063_A1	S45-3mnd-10	Analyte		1.71	1263	147148	0.005	bb	0.2		13-Apr-12	02:40:50	Batch01_053
22	22	S0062_A1	S45-M2-10	Analyte		1.74	1165	145160	0.005	bb	0.2		13-Apr-12	02:51:15	Batch01_054
20	20	S0061_A1	S45-M1-10	Analyte		1.72	1235	144176	0.005	bb	0.2		13-Apr-12	03:01:40	Batch01_055
85	85	S01QC_D2	QC	QC	0.000	1.73	1323	142803	0.005	bb	0.2		13-Apr-12	03:12:05	Batch01_056
36	36	S0085_B1	S59-M1-10	Analyte		1.74	1125	143622	0.005	bb	0.2		13-Apr-12	03:22:30	Batch01_057
31	31	S0077_A1	S52-M2-10	Analyte		1.75	807	139650	0.003	bb	0.2		13-Apr-12	03:32:56	Batch01_058
32	32	S0078_A1	S52-3mnd-10	Analyte		1.74	1151	144865	0.005	bb	0.2		13-Apr-12	03:43:21	Batch01_059
30	30	S0076_A1	S52-M1-10	Analyte		1.72	1011	148936	0.004	bb	0.2		13-Apr-12	03:53:46	Batch01_060
28	28	S0074_A1	S51-M2-10	Analyte		1.72	1365	149872	0.005	bb	0.2		13-Apr-12	04:04:11	Batch01_061
27	27	S0073_A1	S51-M1-10	Analyte		1.74	1133	147544	0.005	bb	0.2		13-Apr-12	04:14:36	Batch01_062
21	21	S0061_B1	S45-M1-10	Analyte		1.72	1309	146739	0.005	bb	0.2		13-Apr-12	04:25:01	Batch01_063
29	29	S0075_A1	S51-3mnd-10	Analyte		1.74	969	150195	0.004	bb	0.2		13-Apr-12	04:35:26	Batch01_064
52	52	S0140_A1	C8-10	Analyte		1.72	1565	143007	0.006	bb	0.2		13-Apr-12	04:45:51	Batch01_065
86	86	S01QC_E1	QC	QC	0.000	1.72	1273	148525	0.005	bb	0.2		13-Apr-12	04:56:16	Batch01_066
43	43	S0119_A1	S20-3mnd-0	Analyte		1.72	1041	145518	0.004	bb	0.2		13-Apr-12	05:06:41	Batch01_067
5	5	S0016_B1	S12-M1-10	Analyte		1.74	1344	144188	0.005	bb	0.2		13-Apr-12	05:17:06	Batch01_068
48	48	S0124_A1	S39-3mnd-0	Analyte		1.75	1010	143908	0.004	bb	0.2		13-Apr-12	05:27:31	Batch01_069
2	2	S0013_B1	S11-M1-10	Analyte		1.71	1204	146947	0.005	bb	0.2		13-Apr-12	05:37:56	Batch01_070
51	51	S0136_A1	C4-10	Analyte		1.72	2126	145388	0.009	bb	0.3		13-Apr-12	05:48:21	Batch01_071
25	25	S0068_A1	S47-M2-10	Analyte		1.73	898	148413	0.004	bb	0.2		13-Apr-12	05:58:46	Batch01_072
26	26	S0069_A1	S47-3mnd-10	Analyte		1.72	807	148725	0.003	bb	0.2		13-Apr-12	06:09:11	Batch01_073
24	24	S0067_A1	S47-M1-10	Analyte		1.73	989	147699	0.004	bb	0.2		13-Apr-12	06:19:36	Batch01_074
47	47	S0122_B1	S27-3mnd-0	Analyte		1.72	1704	149150	0.007	bb	0.3		13-Apr-12	06:30:02	Batch01_075
87	87	S01QC_F1	QC	QC	0.000	1.72	1250	148230	0.005	bb	0.2		13-Apr-12	06:40:26	Batch01_076
58	58	S01Blank_C1	Blank	Solvent		1.77	11	3	2.156	bb	78.6		13-Apr-12	06:50:51	Batch01_077
88	88	S01QC_F2	QC	QC	0.000	1.72	1119	145383	0.005	bb	0.2		13-Apr-12	07:01:16	Batch01_078
74	74	S01CAL5_A2	Calibration	Standard	13.740	1.72	130462	147144	0.523	bb	12.9	-5.9	13-Apr-12	07:11:41	Batch01_079
76	76	S01CAL7_A2	Calibration	Standard	54.960	1.72	441193	139605	1.865	bb	59.7	8.6	13-Apr-12	07:22:06	Batch01_080
77	77	S01CAL8_A2	Calibration	Standard	109.930	1.71	544257	141067	2.276	bb	92.4	-16.0	13-Apr-12	07:32:31	Batch01_081
73	73	S01CAL4_A2	Calibration	Standard	6.870	1.72	66595	142568	0.276	bb	6.7	-3.2	13-Apr-12	07:42:56	Batch01_082
69	69	S01CAL0_A2	Calibration	Standard	0.000	1.72	1352	152948	0.005	bb	0.2		13-Apr-12	07:53:21	Batch01_083
71	71	S01CAL2_A2	Calibration	Standard	1.720	1.71	16095	149122	0.064	bb	1.6	-8.3	13-Apr-12	08:03:46	Batch01_084
75	75	S01CAL6_A2	Calibration	Standard	27.480	1.71	248327	138933	1.055	bb	28.1	2.1	13-Apr-12	08:14:12	Batch01_085
70	70	S01CAL1_A2	Calibration	Standard	0.860	1.72	8152	152200	0.032	bb	0.8	-3.5	13-Apr-12	08:24:37	Batch01_086
72	72	S01CAL3_A2	Calibration	Standard	3.440	1.71	32180	145876	0.130	bb	3.1	-8.7	13-Apr-12	08:35:02	Batch01_087
89	89	S01QC_G1	QC	QC	0.000	1.72	1317	145919	0.005	bb	0.2		13-Apr-12	08:45:27	Batch01_088
59	59	S01Blank_D1	Blank	Solvent		1.91	3	3	0.573	bb	14.2		13-Apr-12	08:55:53	Batch01_089
90	90	S01QC_G2	QC	QC	0.000	1.71	1283	141957	0.005	bb	0.2		13-Apr-12	09:06:17	Batch01_090
